0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.045451164245605469e-01,8.735069632530212402e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.840913742780685425e-01,1.576224267482757568e-01,1.311331540346145630e-01,1.062113493680953979e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.025251924991607666e-01,2.624316811561584473e-01,2.205050289630889893e-01,1.809151768684387207e-01,1.455971747636795044e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.612736403942108154e-01,4.091501533985137939e-01,3.469158709049224854e-01,2.856094837188720703e-01,2.308650612831115723e-01,1.843183189630508423e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.038711071014404297e-01,5.653513073921203613e-01,4.950179159641265869e-01,4.141334593296051025e-01,3.374539613723754883e-01,2.712354362010955811e-01,2.164042741060256958e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.286707520484924316e-01,5.908498764038085938e-01,5.208042263984680176e-01,4.395899474620819092e-01,3.619518280029296875e-01,2.942824959754943848e-01,2.376917153596878052e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.605776906013488770e-01,5.699631571769714355e-01,5.438718199729919434e-01,4.917097091674804688e-01,4.274654090404510498e-01,3.623403608798980713e-01,3.024377524852752686e-01,2.499540150165557861e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.932481050491333008e-01,5.034938454627990723e-01,4.896951913833618164e-01,4.560352563858032227e-01,4.099874794483184814e-01,3.589113354682922363e-01,3.081400394439697266e-01,2.607436478137969971e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,4.380774796009063721e-01,4.701166450977325439e-01,4.848003685474395752e-01,4.796501398086547852e-01,4.560753703117370605e-01,4.186857044696807861e-01,3.733869791030883789e-01,3.255275785923004150e-01,2.789236903190612793e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.124328196048736572e-01,4.670231640338897705e-01,5.113238096237182617e-01,5.370866656303405762e-01,5.384002327919006348e-01,5.149860978126525879e-01,4.725191295146942139e-01,4.195281565189361572e-01,3.637292087078094482e-01,3.102201819419860840e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.648931324481964111e-01,5.468032360076904297e-01,6.210892200469970703e-01,6.702415347099304199e-01,6.784736514091491699e-01,6.432604193687438965e-01,5.775486230850219727e-01,4.996006488800048828e-01,4.229905605316162109e-01,3.542475998401641846e-01,2.950575053691864014e-01,2.448267787694931030e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,5.287900567054748535e-01,6.498571634292602539e-01,7.708488106727600098e-01,8.582823872566223145e-01,8.757231831550598145e-01,8.163713812828063965e-01,7.102686762809753418e-01,5.943500399589538574e-01,4.897982180118560791e-01,4.026554822921752930e-01,3.317094743251800537e-01,2.737678885459899902e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,7.053863406181335449e-01,8.581678271293640137e-01,9.740624427795410156e-01,1.000000000000000000e+00,9.254574179649353027e-01,7.945613861083984375e-01,6.574535965919494629e-01,5.387374758720397949e-01,4.426952302455902100e-01,3.657360076904296875e-01,3.031095862388610840e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
