id,sh,rb,hb
0,1265.92622256279,306.317705735215,476.36959928413853
1,1263.8615075945854,306.8457057547057,474.30876878043637
2,1261.4470905154944,319.0977204020135,470.94410273646935
3,1261.302049764991,319.2858851651661,470.7673220506869
4,1260.6591095119716,317.53431854648517,471.5079129620455
5,1260.353948274255,317.51532200975345,471.57829925259574
6,1259.2286734223367,313.3859551548259,478.3270761120133
7,1259.2283250629903,314.2219096048968,477.32669922020284
8,1259.0603737473489,313.0865047722356,478.4213309857063
9,1258.2490039259196,317.76423531277106,470.97106790384277
10,1257.8651435673237,328.896887160372,473.7200546278618
11,1256.6045075416564,313.25247235589194,478.88108942238614
12,1256.5220932126044,313.391815647413,478.75054899184033
13,1256.4199107944964,313.33103652291464,478.7763348999433
14,1255.032773166895,304.31666465941817,479.2786966888234
15,1254.8644734919071,304.0172142768279,479.3729515625164
16,1254.7654135227203,333.8180441032164,482.52228301530704
17,1252.284643405676,316.9086380263092,487.11085175750776
18,1250.641848498583,316.4474711387651,487.4547433632426
19,1250.3491859793662,328.31379508220124,485.2516693859361
20,1250.1752962529658,330.36785593843086,487.33958399435505
21,1248.2190648257733,318.86027314192614,488.97149804709477
22,1248.0507651507855,318.56082275933585,489.06575292078776
23,1247.7439866006375,317.640205640858,489.5472578155808
24,1245.4424746096133,330.75984028754755,483.4040069594048
25,1244.1518797367812,320.78960209507494,495.05893410472197
26,1243.7593849360942,330.61613456932827,484.6211804463528
27,1242.350504106283,332.3263987678103,482.69885885855183
28,1242.0078713685275,321.22008174639194,495.06326225129885
29,1241.39532161355,331.71495189545675,483.16709995409474
30,1241.042898067832,321.5887875191867,493.85738166896624
31,1239.7277199685573,338.4733904509805,479.28926694532856
32,1238.0354193389417,327.49704695967955,494.1095000415109
33,1237.9057872354983,315.55746390849816,495.8591499631293
34,1236.8418081015348,319.4128281566547,497.43656647158787
35,1236.1918516367673,320.0041345562087,496.33667981578037
36,1235.9194426387548,319.910985420947,496.5362986261956
37,1235.8471031785011,319.2589401803212,501.8554635184817
38,1235.470260581374,320.79393508778884,497.98431471316144
39,1233.413814073801,320.624926021602,499.10362749826163
40,1233.309850805998,330.00509822843594,493.4833856497891
41,1233.0719398766755,322.6590487121604,495.8782851351425
42,1233.0053962111474,343.2439368686144,480.4386978184804
43,1232.9103047192098,327.1252843636088,495.35230723610147
44,1232.8178473472594,320.00065930774434,499.3945055557415
45,1232.4706239014863,320.9642507790588,496.9231143547222
46,1232.3478968679906,328.6105982075445,494.5753841225989
47,1232.0878769665956,321.63849078335335,496.061798692774
48,1231.8569508701562,321.3878618723946,496.10981331123037
49,1231.516281837225,352.93658661567315,450.7126076487824
50,1231.3922421991824,321.9228183238767,498.5761242909357
51,1230.7696110248567,363.6544111767289,449.4517546148039
52,1230.4608363628388,308.4492057680385,509.0203867166303
53,1230.0977756917478,351.20814141356095,451.82321147304026
54,1229.9007007986306,331.9299179290654,486.5680090422742
55,1229.8255402356385,334.8612955202581,497.80230034841225
56,1229.6991955876351,337.93872159928725,482.8225269017741
57,1229.155097925663,340.90781214483724,493.81820823233573
58,1228.656438460946,336.02705768209415,497.54644465399906
59,1228.6146295428275,316.71992150807927,502.4141624150798
60,1228.4522893428802,315.99658217423126,504.06774197397755
61,1227.9876434743405,354.0630017193471,452.41537275593726
62,1227.7635978996755,354.1636284785782,452.57639562766997
63,1227.4401032030582,350.56090480298445,494.69299916550517
64,1227.3515174299478,336.0761599512072,497.1856827433221
65,1227.2253768235446,329.09706050679085,497.9065664087422
66,1226.6089328438043,334.46933650684076,498.4122044588439
67,1226.5308284103871,351.186064300171,453.60189023669807
68,1226.2884658277035,351.19386118859694,496.4661437831819
69,1226.1034493148327,315.73005239435,504.89631950734184
70,1226.056754755974,315.96524541743565,504.8662997397594
71,1225.8740084528922,335.65589377742725,499.2485967571847
72,1224.3145834743978,365.2516210028407,447.77774486513806
73,1223.7672397762537,324.30722972408404,503.32724174810573
74,1222.904857546091,344.05047040828214,496.65796870272607
75,1222.7418783605099,344.3677225674008,496.6501850588247
76,1221.475877314806,342.55958002456174,497.48542072158307
77,1220.9314972311258,322.1211255542235,505.4315615242347
78,1219.8588982075453,321.29868688948915,506.0371374880895
79,1219.2629314810038,320.6744201756315,506.3280155455694
80,1218.402977988124,319.6770791090326,507.06377525087447
81,1218.2572151839734,383.20337968200914,565.5943685714155
82,1217.059013530612,402.3544453524519,563.4857899855822
83,1216.2914339870215,402.67026677993124,564.5817545037717
84,1215.3073691815139,405.7395451866556,560.960284817312
85,1215.0201212584973,385.92678500295153,568.8224631089718
86,1214.1910856485367,407.6698252883274,563.5239643435925
87,1214.09798912704,400.34392862883396,566.0431567441672
88,1213.4368029981852,284.5230871995212,629.9608268409968
89,1213.2921913981438,405.3540475097019,564.3653922658414
90,1212.7967236191034,282.3884888549568,630.2130389332772
91,1212.5844364136458,404.54170458843,564.4968417119235
92,1212.3413757234812,291.04440149459987,634.686503341794
93,1212.303750410676,284.0117237930419,635.820195427537
94,1211.7497982501984,408.17284018625503,562.2749953549355
95,1208.6243054986,405.46528004375284,565.6902556475252
96,1207.1254034757615,408.06873194207435,563.7533897962421
97,1205.500273641944,388.514016263024,569.7696372706444
98,1204.7158658474684,407.35463910070246,566.0646899398416
99,1203.8290833503008,391.5156012697379,573.453103511408
100,1203.7051526278258,389.7143379112939,574.7241962838918
101,1203.2604252368212,389.72374307347934,574.0716445732862
102,1202.1682772755623,408.127278315695,564.9619570728391
103,1201.2168603360653,386.13838823640253,576.9710832271725
104,1200.4638186067343,387.62464820647153,575.9242278773338
105,1200.1466505408287,408.244655379327,564.5429333742708
106,1200.0667843937874,385.6780904462329,577.0923330325634
107,1199.8674532473087,408.7284995779861,564.2970833834261
108,1199.4632291167975,387.8295054068557,576.2326136071235
109,1199.451396203041,409.0388634987641,561.1646589484066
110,1196.6606220155954,412.3722484980244,554.3161690584384
111,1196.0789357423782,414.8203715302516,555.8265587259084
112,1195.160749951005,249.05432201693765,657.6813834629953
113,1195.0879592180252,417.87872957349754,567.3901852253824
114,1194.0831483960153,381.25488309019715,577.5107028912753
115,1193.8004934638739,424.0949195198482,548.7851963355206
116,1193.7964637666942,249.87389303515664,659.9775379620493
117,1192.4462329804896,291.7810324042337,632.863293452561
118,1191.6817478388548,311.34640886238776,591.4296217849478
119,1191.659080311656,418.21430647117086,554.2867598137818
120,1190.4777174443007,420.438637884683,549.467222854495
121,1190.443439358473,293.3516446148278,635.7809937015177
122,1190.3702411204576,418.49373203737196,551.5825331136584
123,1189.796741142869,419.0513709310908,553.1904538325034
124,1189.4653082430364,293.93161363352556,636.4400728806854
125,1187.6426524877547,288.73935090233573,642.6228483058513
126,1187.0456088632345,419.89633478445467,550.2656387984753
127,1186.970127865672,420.5361091766972,551.7257173261605
128,1186.2361754238605,293.18770327181556,641.0268676616253
129,1185.4933372080327,289.3930503336014,641.196476893127
130,1185.308129245043,289.99566337291617,641.1600052431227
131,1184.9087211936712,421.74755883438047,558.2722818548791
132,1184.8843132197858,288.8999530953588,641.4256733968855
133,1184.7579390883448,294.0271477478789,633.6394570700825
134,1184.3859141945838,312.81216429518537,595.379933594726
135,1184.3693841695786,426.60497216542717,548.8973978082649
136,1184.2739080637693,424.0019049666589,556.3857913073152
137,1184.2596187591553,426.65875249763485,548.8363725165837
138,1184.031210041046,289.7611499926541,642.9030813314022
139,1183.3785081148148,288.6666182798799,643.2466931171716
140,1182.7376657783984,291.52503385902384,642.0157382376493
141,1182.504032099247,295.3230088333832,632.1857795313001
142,1181.7366171106696,451.10222557769157,597.4871210739948
143,1180.2875616028905,454.2843992470298,601.253752334509
144,1180.1803589910269,288.0143736806931,645.0863248229027
145,1180.0828506350517,293.2647999732988,639.664400242269
146,1178.6308909237387,252.4775872795144,652.615502192825
147,1178.0295988947153,309.1291302986909,602.3724963357672
148,1177.4101831912994,294.2252239643829,633.5875911191106
149,1176.6035017296672,456.52174945850857,600.2923296750523
150,1176.320116107911,458.1959232893773,621.0515151174739
151,1176.1125986874104,297.14505911574236,632.1071460694075
152,1176.015101072192,249.9298240477685,655.2582926057279
153,1175.9281188219784,250.36050560423175,654.9512304864824
154,1175.8323873355985,458.72695172415115,602.6896244944073
155,1175.6813673898578,464.32552859862335,613.9025283665396
156,1175.6614617705345,296.45267814241816,632.5344615802169
157,1175.4998317539694,296.14130587049294,639.3829738169909
158,1175.269736994803,464.347450541798,602.0829920993186
159,1174.6108150810003,250.62336187358014,654.4299945436418
160,1173.6818663328886,250.6508205540944,653.9621400497854
161,1173.6291684925557,251.54819126843944,652.6918968386949
162,1171.2259449094533,473.4769632553216,629.6365920679643
163,1169.5919743090867,480.58058730037885,637.1623880759813
164,1169.0344167381525,479.0152259976603,641.252472215984
165,1168.9459653407334,480.2450726357289,639.0025751561858
166,1168.1845895782112,484.9808676095214,632.8854918153025
167,1168.1081132292747,500.9243844822049,545.3823855808005
168,1167.794769781828,253.20171306433622,648.2540812753141
169,1166.5971120730042,484.5248255582061,633.0380446136929
170,1166.4104103893042,284.120862235548,645.1593722254038
171,1166.3744043141603,478.8928028685041,641.4996395573951
172,1165.9056354671716,481.4195187863894,637.1920338169672
173,1165.8618112742902,501.46877726810055,542.1321507923305
174,1165.7435290068388,483.576351894252,633.6591510058381
175,1165.6789153128861,482.42277746172624,637.6850798473694
176,1165.4479722678661,505.30232889251783,534.2797458162531
