id,sh,rb,hb
0,1651.3840108387171,699.7228748979862,719.6741092117504
1,1651.1961749963464,714.9319530324311,723.4688837559893
2,1646.7962983928621,706.5545300545987,724.7848743440584
3,1646.1632262043654,716.4360533664818,725.5801550390199
4,1643.7461859993637,703.506198295916,733.6064879346638
5,1641.6538674466312,717.8781947165378,722.1933818565681
6,1641.5503008328378,718.618892893719,719.7142527287826
7,1640.7309153549372,717.8282186537632,722.4527311639861
8,1640.5217868931593,717.8788941831677,759.3697917455806
9,1640.1611108623445,719.7135819380055,732.4815175013616
10,1636.7841651432216,724.4108081868733,742.7758431734517
11,1636.784072446078,723.9125662912497,743.412360827811
12,1635.9404511027037,737.3599785934085,744.7132784249261
13,1634.132276969403,725.1395110060344,745.650648045726
14,1633.4945837415755,732.0924250683631,744.9558531479911
15,1632.784482613951,736.8315950697172,753.5765621678904
16,1631.2893618382516,737.6144400348771,753.3142875270919
17,1629.82918811813,739.0548949103686,748.9179626198486
18,1627.1367948055267,681.024417933321,776.074167724885
19,1626.7732335783542,697.5612087947666,787.9601219078526
20,1626.6311194486916,719.4018511904054,759.953609735705
21,1626.276705313474,724.9310836173245,759.1689916567877
22,1626.076112420112,719.1231634504744,760.3186812350527
23,1624.3205307878554,701.4621986550628,791.5553302546963
24,1624.3160103790462,748.8191699280985,762.4870102880523
25,1624.1618590570986,704.873136016482,785.5414485678077
26,1622.5550000995397,725.4382981459028,774.0199247272685
27,1622.3395148150623,756.719214093464,759.4657124994322
28,1621.278939896077,757.0025787344784,762.8077798007056
29,1620.737418244779,732.1896100686979,783.0308870198205
30,1620.0889469251035,744.5861573339557,775.9031023290008
31,1620.0700272761285,731.1721139000845,785.3583475621417
32,1617.3282975792886,704.6919811840519,785.6801631134003
33,1616.4607234038415,763.86695903769,778.1769481977448
34,1616.4513187810778,741.1307320699211,785.2131644664332
35,1616.1332476176322,707.3794886705815,790.2544275317341
36,1615.6206907399,706.7249647986725,803.1774947667494
37,1615.5753142170608,694.312329298223,803.7909875733777
38,1614.991839567572,713.7483865458868,787.3631099140272
39,1614.5214815802874,701.1589489656151,805.8568879241124
40,1614.3678666569294,716.1986727971934,787.2487397074699
41,1614.2217675812544,703.8490795570076,804.0606596345082
42,1614.1473669029774,719.0527010370396,789.5386936768889
43,1611.7736542925238,737.8493454619427,785.4711502643302
44,1611.6461939826606,738.1243784994003,785.3065347494557
45,1611.3389950498938,738.5417272627469,785.3918562384322
46,1610.7092727325858,742.077811074548,782.5548816312104
47,1610.6069475449622,714.9740884953528,791.8056535279379
48,1609.7760999701918,738.0139460723033,785.7593506861477
49,1609.5332021340728,747.6942278462578,783.9670200694352
50,1609.4816450215876,717.753387469647,798.5011674616486
51,1609.1629109568896,708.1377582545043,802.5434104794637
52,1609.0633777424694,739.4912988930125,787.9433122606948
53,1608.8658111654222,746.6767316776444,786.2944806117564
54,1608.0977970577776,726.4119543760667,790.3015309676528
55,1607.967943841219,759.4305291087484,785.166316671297
56,1607.1290657378734,745.4470801401301,792.9216283127665
57,1606.2418766252697,723.3179032176383,792.9385986860841
58,1605.7194872796535,759.9292312528123,791.252951086685
59,1605.4610454931856,763.8115610494394,782.8224888347089
60,1605.3002801693976,726.6914254694827,795.2937423802912
61,1605.2258177377284,712.889290606638,798.7523094210774
62,1605.0744574964046,763.118171905086,790.8522962044924
63,1604.151177585125,765.2495243695682,785.6260504167527
64,1602.8516364730895,726.5168780050823,795.3022871054709
65,1602.442369952053,732.6572726467741,794.7195441717282
66,1602.3888573542238,765.7636430277605,782.1725371681154
67,1601.8751382209362,709.9803180639051,798.8304929528385
68,1601.8204120256007,743.0478204238577,800.3130885824561
69,1601.0598005123436,723.5804881895542,809.7511521111243
70,1598.8498295903207,783.7374498251011,786.4985053285957
71,1598.8451052613557,724.5719343701959,808.2592925946228
72,1598.4012302853168,749.1710090174922,793.279252901487
73,1597.9842990003526,754.348500087473,791.3586006793194
74,1596.9765075169505,760.6978516802774,793.8687138701789
75,1596.526908209175,748.0455644570873,794.5189070130699
76,1596.2347805142404,785.0606657635537,794.3794809758663
77,1596.0489438556135,752.5219928829581,796.5915973122231
78,1594.743827470392,751.4154049467877,798.2186939801089
79,1594.3345429800452,754.654625222797,795.5951408815571
80,1593.9295588076116,785.3803346187924,794.4167790561914
81,1593.5852578677238,751.1822389460751,800.5151406738906
82,1593.4863254092634,755.8473824580782,796.5080065225251
83,1592.8860385663806,720.1890134384506,812.6895145061426
84,1592.8538326539099,723.1821670939796,810.8694792012684
85,1591.826510065794,785.2554260951583,794.5310966074467
86,1591.6111190699041,752.214379341586,797.9715435589663
87,1589.713023071736,745.5435075266637,820.5579044442625
88,1589.09727550596,769.9719060210045,796.5398491811009
89,1589.049776235968,753.3489160187194,799.6330209959298
90,1589.0260929323733,749.8342800733983,809.8127756170929
91,1584.8072883032264,761.0018899461837,796.9636251742951
92,1584.374058049917,778.4238574941643,800.7530284827576
93,1583.6780584543944,783.4764122583904,799.3447437249124
94,1583.1676421105863,785.5618091452052,788.7776635438204
95,1583.157264174521,750.3490455563763,801.2756531834602
96,1582.1142899349331,765.7686247674283,801.701394284144
97,1581.342421013117,788.8806767466594,786.1404894918204
98,1580.628075323999,751.5727873125463,809.5793198311236
99,1578.1471120089293,752.1699652002776,803.8160478323698
100,1576.693453810364,750.747837345989,817.1209226720035
101,1575.7849294513464,754.0747885202641,807.360980913043
102,1575.144859381765,748.856423580402,846.2231391798705
103,1574.5235541440547,753.5090613128501,816.1015495844185
104,1574.0411832928658,757.4454571350827,814.6076185010375
105,1573.3737923242152,756.4279609664693,816.9350790433587
106,1571.1738082662225,773.054576507921,804.9794783688151
107,1569.6420533917844,749.0947075480713,827.2695285610855
108,1569.2888973921538,757.5193013177836,805.9674453027546
109,1569.0370700336994,751.8677347883,818.641827749461
110,1566.768891646713,751.1080666070922,820.881040092744
111,1565.4390925377606,787.7224647045601,798.8224938689731
112,1565.4288703531026,792.6253247669432,795.8728755979799
113,1564.027329583466,758.5303854021594,805.3235876544379
114,1562.8354950398207,760.0122943724855,805.10839437088
115,1562.8067892044783,778.6531752691138,799.6846943004058
116,1562.0107235506177,760.1627855125233,807.9431088476442
117,1561.2875030912458,800.2583613045397,809.8379604338668
118,1560.7551289819182,749.2106395144831,820.9034832747654
119,1559.3026497639714,801.5620421317288,800.4787722310982
120,1559.1072382129728,757.5012963058545,824.731444243528
121,1558.1633746914565,745.2728590968646,853.1105244331062
122,1557.269671227783,788.9728382041095,816.8771609514021
123,1556.4872395657003,787.8874785264371,817.2879143840634
124,1556.367965965718,744.2558087113895,853.4830820284784
125,1555.7050431676207,755.251205308584,834.0404835637659
126,1552.8684020482006,759.5029311476624,833.3199115162715
127,1552.5092250026762,762.3417041262729,825.6745515862481
128,1550.7594092331829,758.7208532763993,834.0298330849037
129,1550.2808363236486,795.8823007118306,825.0412674515509
130,1549.5310205243527,736.6896239333204,854.1763348665088
131,1549.249487384409,759.6190230554319,833.8855544036254
132,1549.1438263632356,801.6730418365331,816.8903349756263
133,1546.3973513238132,764.9075682744266,834.1865191318094
134,1545.8033756025134,796.9654164663399,817.0118951938115
135,1545.6350192122163,762.3806629642727,836.6676208747551
136,1542.7633767470718,758.7131887911235,837.207201037649
137,1542.7400769270955,797.2752434745313,816.9704924671911
138,1542.194424300641,761.7089413754525,837.9840812010691
139,1541.1688555411995,761.9875666759791,837.9440088612959
140,1537.6031862430275,763.5903753332676,835.1796124858781
141,1536.1058719597756,750.0471106341457,838.8884122591465
142,1535.673195236176,767.0820074532063,833.9740426518023
143,1533.3841436110438,758.8886905334306,839.0779975693673
144,1533.1405834399163,755.4684100754906,841.2355439972133
145,1531.3344066053626,805.8624243182044,810.1371668598615
146,1530.696256789565,805.9529388236726,813.8139687678777
147,1528.8408593438567,756.4734463722792,841.3935926895589
148,1527.7122089885174,752.6553472295751,841.7362621169538
149,1524.8780753277242,756.2874408407949,841.7278739696368
150,1524.4531326837837,750.1237899825325,845.2416422035545
151,1520.546221434325,767.4608207180745,827.9826937668025
152,1517.7335507698356,751.7823675040503,841.8270198252052
153,1516.4005234442652,738.6668200319982,855.0664160200395
154,1516.4005234442652,738.6668200319982,855.0664160200395
155,1515.8514112912117,756.714798420167,840.1768276043236
156,1515.1167252741752,762.6473603424265,838.496701714024
157,1514.3162047751248,757.9778242190483,840.5766997452826
158,1513.5155561827123,740.8542061087094,854.1599671800622
159,1512.8157802097498,767.3427521951379,832.9562309913337
160,1512.745924194902,767.9935044523909,835.3587995937095
161,1512.2880446992813,759.6209191777393,839.8480613421649
162,1511.8774834625424,755.5657508707953,847.193282148242
163,1511.7481218405069,808.0457474423456,805.3160248818807
164,1511.6668726019561,755.4175090960575,847.2866099298001
165,1510.341442065686,754.2937743015004,847.650230434537
166,1510.225149484724,737.8686611306272,857.4114568878897
167,1508.66225188151,760.8994327612568,841.4122419342398
168,1508.369985707849,760.1640065409824,841.5436491560191
169,1508.299385225028,757.9373511891229,846.4010998278856
170,1507.656062888354,762.0695957112474,844.3931658923626
171,1507.5174694232642,762.4921840526512,841.2504301801324
172,1506.6009967796504,763.4970258641405,844.6892465338111
173,1504.7662588879466,797.702396048361,822.2842565236614
174,1502.8112050279974,797.8744416085422,821.0378159819171
175,1502.2528624519705,798.2235606608331,820.7085162339732
176,1502.1077234789727,797.951896479202,821.745571305044
177,1500.1168611332773,798.9776661095559,822.1264337146655
178,1498.926844613254,802.2016811912297,814.8715977664106
179,1496.88505134508,768.89974772759,831.2136756023392
180,1496.3522007271647,784.4921935745399,829.649820437748
181,1494.3096496984363,787.1071059652488,828.524283957202
182,1493.8466823980211,782.226095961628,832.3448215608485
183,1492.9391262456775,784.608240986697,830.4794887197204
184,1490.6193629406391,764.6971844161045,837.8636858287268
185,1488.283845321834,802.4883153609348,815.6612121663056
186,1488.1656575933098,789.2239745480823,828.1395251107401
187,1480.8376333341002,802.964172555448,816.7232302675956
188,1474.048066906631,799.7493445561618,818.6085884551518
189,1329.7525999620557,817.7571777424776,620.1590571179055
190,1328.4169926807285,818.4386835415849,634.7367542042397
191,1321.273741029203,819.6862717292272,637.1346791668794
192,1320.945897357166,820.8485719283112,636.9758087201975
193,1319.9756741687654,812.9524243791587,641.6701846717856
194,1318.9968369290232,837.2673852374777,648.5393006547355
195,1318.1334301993252,837.1510846367106,648.9879120602272
196,1305.9295895650982,837.8405197197571,638.7002075954341
197,1304.1788984462619,840.832571266219,641.5212359785103
198,1302.9404279515147,844.3166618980467,644.3708915918135
199,1297.3930400654674,876.9816213701852,675.8675369444303
200,1294.3267694517972,905.8953612868906,693.1353806707077
201,1293.8216887637975,899.1853845139267,695.4059925037436
202,1260.1512459024786,849.7693370570662,696.9872381742111
203,1257.193307171762,872.1729515193671,696.3932699005119
204,1255.6575187847018,864.9467914699286,700.298419568967
205,1252.5462526276708,906.719225660339,644.9009529489092
206,1250.1480044379832,907.2003489877795,642.7111026036553
207,1248.6195292487741,906.8851759377866,645.7804074066692
208,1248.4935338124633,847.4970167015913,700.418857879471
209,1248.063818772137,908.8603624628158,646.6256815644912
210,1246.348700205982,906.2117471908917,647.9515670302324
211,1245.8597836732865,876.9283025973708,700.6934736388735
212,1245.2740913018583,911.8280184920876,631.3640321861021
213,1243.3713888451457,915.7111873421817,648.9349191430025
214,1242.4002253219487,909.3780575012555,649.3374761107377
215,1240.416299302876,910.9003853142029,664.4399522277527
216,1238.1106572210788,877.3287619023815,697.0527757856064
217,1233.418823428452,920.9371328120817,645.1465275715105
218,1228.7476925149558,879.1678136275151,702.2243699210695
219,1226.9640122830865,879.2089295207754,696.3402370828204
220,1224.6900167718532,879.3349002105183,700.587538647931
221,1224.3495110586284,880.3633068201133,700.4359259772114
222,1219.7480514660476,882.4422307037748,705.0110243412666
223,1215.7886625632643,900.9300699852407,705.211579896044
224,1212.3793218120932,908.3100966304075,666.0809816355817
225,1207.935938338935,916.7998388111126,661.7220354641787
226,1207.1208396241068,879.5206807645038,705.4905128072016
227,1204.0598424658178,919.5490592960736,658.3370304579846
228,1198.3295219317079,920.3208223497962,650.2100973973982
229,1198.271913257241,921.6943541681162,641.3048831063322
230,1198.07018058002,924.0529174991884,641.171187706571
231,1195.7882411926985,920.9218673157272,645.3001501399093
