id,cx,mu,ft
26,0.6,0.4,855.404007717967
27,0.6,0.4,957.2923943072558
28,0.6,0.4,924.5297591686249
29,0.6,0.4,954.2217068821192
0,0.7,0.3,890.3890159130096
1,0.7,0.3,922.5364135801792
2,0.7,0.3,992.4557154685258
3,0.7,0.3,951.5018768459558
4,0.7,0.3,853.8801999092102
5,0.7,0.3,878.0876635760069
6,0.7,0.3,894.6655576407909
7,0.7,0.3,895.2376707196236
8,0.7,0.3,902.7452185153961
9,0.7,0.3,894.9725358486176
10,0.7,0.3,918.0313625633717
11,0.7,0.3,899.8736003935337
12,0.7,0.3,916.1537819743156
13,0.7,0.3,931.3833990901709
14,0.7,0.3,880.7304671853781
15,0.7,0.3,906.2341227680445
16,0.7,0.3,955.3562603145838
17,0.7,0.3,893.8879712671041
18,0.7,0.3,868.2330101877451
19,0.7,0.3,860.5675570517778
20,0.7,0.3,876.1299359828233
21,0.7,0.3,917.0983349680901
22,0.7,0.3,823.5997656136751
23,0.7,0.3,936.7224525362253
24,0.7,0.3,841.7791216522455
25,0.7,0.3,903.0247261822224
0,0.5,0.5,872.7400011092425
1,0.5,0.5,920.7553463578224
2,0.5,0.5,914.793638497591
3,0.5,0.5,926.5583486258984
4,0.5,0.5,908.2066545814275
5,0.5,0.5,933.3249536901712
6,0.5,0.5,928.6808952987194
7,0.5,0.5,890.1119208186865
8,0.5,0.5,844.0499965399504
9,0.5,0.5,898.3757786810398
10,0.5,0.5,909.4515118300915
11,0.5,0.5,916.4792581945658
12,0.5,0.5,853.1960358768702
13,0.5,0.5,883.6483733743429
14,0.5,0.5,897.1808849453926
15,0.5,0.5,899.9410677999258
16,0.5,0.5,888.1501992166043
17,0.5,0.5,947.3721422106028
18,0.5,0.5,863.576448827982
19,0.5,0.5,851.863987877965
20,0.5,0.5,872.9634761065245
21,0.5,0.5,846.467779353261
22,0.5,0.5,884.3504582107067
23,0.5,0.5,950.3511528521776
24,0.5,0.5,906.140413403511
25,0.5,0.5,827.1535229533911
26,0.5,0.5,925.118413567543
27,0.5,0.5,871.6350064188242
28,0.5,0.5,876.4665475785732
29,0.5,0.5,847.8620058149099
0,0.6,0.4,914.5288615524769
1,0.6,0.4,900.8284639567137
2,0.6,0.4,1007.6448913961649
3,0.6,0.4,878.4575483947992
4,0.6,0.4,868.9622007966041
5,0.6,0.4,862.6930977553129
6,0.6,0.4,835.7074154019356
7,0.6,0.4,906.7401373595
8,0.6,0.4,954.9779867082834
9,0.6,0.4,925.4754884809255
10,0.6,0.4,906.334001249075
11,0.6,0.4,917.8507576674223
12,0.6,0.4,847.8058679699898
13,0.6,0.4,911.8741042017937
14,0.6,0.4,873.449890896678
15,0.6,0.4,883.8458683788776
16,0.6,0.4,922.1553903520107
17,0.6,0.4,911.8611619919538
18,0.6,0.4,853.4268025308847
19,0.6,0.4,889.0610009729862
20,0.6,0.4,886.0050286948681
21,0.6,0.4,901.6097513586283
22,0.6,0.4,896.606460377574
23,0.6,0.4,942.5179993510246
24,0.6,0.4,796.7264213114977
25,0.6,0.4,892.5247186273336
26,0.6,0.4,855.404007717967
27,0.6,0.4,957.2923943072558
28,0.6,0.4,924.5297591686249
29,0.6,0.4,954.2217068821192
0,0.7,0.3,890.3890159130096
1,0.7,0.3,922.5364135801792
2,0.7,0.3,992.4557154685258
3,0.7,0.3,951.5018768459558
4,0.7,0.3,853.8801999092102
5,0.7,0.3,878.0876635760069
6,0.7,0.3,894.6655576407909
7,0.7,0.3,895.2376707196236
8,0.7,0.3,902.7452185153961
9,0.7,0.3,894.9725358486176
10,0.7,0.3,918.0313625633717
11,0.7,0.3,899.8736003935337
12,0.7,0.3,916.1537819743156
13,0.7,0.3,931.3833990901709
14,0.7,0.3,880.7304671853781
15,0.7,0.3,906.2341227680445
16,0.7,0.3,955.3562603145838
17,0.7,0.3,893.8879712671041
18,0.7,0.3,868.2330101877451
19,0.7,0.3,860.5675570517778
20,0.7,0.3,876.1299359828233
21,0.7,0.3,917.0983349680901
22,0.7,0.3,823.5997656136751
23,0.7,0.3,936.7224525362253
24,0.7,0.3,841.7791216522455
25,0.7,0.3,903.0247261822224
26,0.7,0.3,876.5626520872116
27,0.7,0.3,919.3924991339445
28,0.7,0.3,929.5370950937271
29,0.7,0.3,898.8576676249504
0,0.8,0.2,837.8442260593176
1,0.8,0.2,891.7127814233303
2,0.8,0.2,915.0205389380455
3,0.8,0.2,884.81573317945
4,0.8,0.2,886.6051509678364
5,0.8,0.2,871.5061165988445
6,0.8,0.2,831.0920041412114
7,0.8,0.2,861.3640979915858
8,0.8,0.2,929.1679383724928
9,0.8,0.2,892.3026270091534
10,0.8,0.2,857.1697551846504
11,0.8,0.2,880.4271724075079
12,0.8,0.2,935.7530016690492
13,0.8,0.2,829.2623902589082
14,0.8,0.2,798.5385819226503
15,0.8,0.2,893.2281423807144
16,0.8,0.2,930.882082298398
17,0.8,0.2,899.9821663618088
18,0.8,0.2,916.8805485367775
19,0.8,0.2,931.7877522557974
20,0.8,0.2,908.2155174702406
21,0.8,0.2,901.762162566185
22,0.8,0.2,898.5505590885878
23,0.8,0.2,924.1103283464909
24,0.8,0.2,885.0675037354231
25,0.8,0.2,926.5486041009426
26,0.8,0.2,856.3637704700232
27,0.8,0.2,872.0655698478222
28,0.8,0.2,925.7955231875181
29,0.8,0.2,965.8149734288454
